Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
ACC,EQ,March,1393.7,1398,1407.4,1388.55,1394.8,1393.45,1396.02,151011,210813694.1,8289,50635,33.53
ACC,EQ,March,1393.45,1395,1395,1383,1385.5,1387.35,1387.97,290023,402541854.2,8965,191247,65.94
ACC,EQ,March,1387.35,1391.65,1409,1386.3,1388.1,1397.95,1399.7,637044,891671985.5,26841,314172,49.32
ACC,EQ,March,1397.95,1387.45,1424.4,1386.7,1400.15,1401.95,1409.24,583817,822738369.3,15784,150624,25.8
ACC,EQ,March,1401.95,1407,1415,1395.95,1397,1400,1406.76,279160,392712187.1,8566,112043,40.14
ACC,EQ,March,1400,1425,1429.95,1408.55,1415.9,1415.4,1415.69,568073,804216469.4,12367,430080,75.71
ACC,EQ,March,1415.4,1426,1431.45,1418,1420.05,1420.4,1424.32,230384,328140732.2,7838,108989,47.31
ACC,EQ,March,1420.4,1428.9,1431,1419,1425,1422,1423.35,284330,404701777,10803,148907,52.37
ACC,EQ,March,1422,1425.5,1427.9,1403.3,1408.45,1411.5,1413.21,248632,351369159.8,12099,125114,50.32
ACC,EQ,March,1411.5,1417.45,1417.45,1405.5,1410.8,1408.7,1411.22,226054,319011177.8,10795,83918,37.12
ACC,EQ,March,1408.7,1411,1421.2,1406.05,1414,1413.05,1414.9,165807,234600710,10013,63003,38
ACC,EQ,March,1413.05,1408.9,1411.8,1383.85,1386,1386.4,1394.54,157023,218974749.5,9846,54793,34.89
ACC,EQ,March,1386.4,1389,1404.7,1380.4,1398.85,1400.75,1394.21,195943,273185231.3,7747,72056,36.77
ACC,EQ,March,1400.75,1400.4,1410,1393.1,1393.1,1396.45,1400.87,199030,278814186.2,10438,113096,56.82
ACC,EQ,March,1396.45,1396.45,1403,1390.85,1395.7,1396.8,1397.47,362440,506499478.5,20040,252006,69.53
ACC,EQ,March,1396.8,1396.8,1423.7,1396.8,1418,1417.2,1415.09,300560,425319399.4,17883,100137,33.32
ACC,EQ,March,1417.2,1419,1435.1,1417,1418.65,1423.35,1427.56,314236,448590346.2,16454,142796,45.44
ACC,EQ,March,1423.35,1424.4,1430.5,1412.5,1423.8,1418.95,1420.96,405551,576271112.8,22908,219116,54.03
ACC,EQ,March,1418.95,1422.1,1450,1422.1,1450,1446.05,1443,425733,614334022.2,20478,164954,38.75
AMBUJACEM,EQ,January,206.3,209,215.45,209,214.5,214.6,211.88,1715063,363390676.8,15896,492049,28.69
AMBUJACEM,EQ,January,214.6,215,216.85,214,215.35,215.2,215.4,1544119,332606061,17884,823709,53.34
AMBUJACEM,EQ,January,215.2,215.7,218.2,211.25,212,212.15,214.39,2063229,442343935.8,29567,1137241,55.12
AMBUJACEM,EQ,January,212.15,213.1,214.85,210.9,214,214.35,213.25,1267500,270289831.1,24847,462022,36.45
AMBUJACEM,EQ,January,214.35,214.7,215.45,212,212.1,212.6,213.29,836675,178458013.5,22543,467694,55.9
AMBUJACEM,EQ,January,212.6,214.6,214.6,210.35,210.45,210.7,211.54,484422,102473490.1,6285,216906,44.78
AMBUJACEM,EQ,January,210.7,212.65,212.65,208.1,210.1,209.4,209.28,1300113,272093065.4,17023,688790,52.98
AMBUJACEM,EQ,January,209.4,211.5,216.5,210.35,215.6,215.85,214.68,2074058,445260847.3,20449,707364,34.11
AMBUJACEM,EQ,January,215.85,217.1,217.9,213.3,214.2,214.25,215.2,1073953,231111411.8,10741,456389,42.5
AMBUJACEM,EQ,January,214.25,213.95,215,211.7,213.6,213.25,213.19,498983,106378042.2,8117,181915,36.46
AMBUJACEM,EQ,January,213.25,216,216,211.6,212.95,212.5,212.81,851558,181222322.1,10150,502158,58.97
AMBUJACEM,EQ,January,212.5,213.1,213.6,210.55,213.6,212.9,212.06,1035770,219643251.4,20229,493798,47.67
AMBUJACEM,EQ,January,212.9,213.6,219.5,213.3,218.7,217.55,216.4,2843646,615361629.1,26112,1191950,41.92
AMBUJACEM,EQ,January,217.55,218.3,221.35,216.75,220.15,220.35,219.53,2242082,492209246.5,24878,906045,40.41
AMBUJACEM,EQ,January,220.35,218.1,220.65,216,218.1,217.7,218.31,3285021,717139691.1,22485,2066403,62.9
AMBUJACEM,EQ,January,217.7,217.4,221.8,217.05,220,220.1,220.35,1106903,243900860.1,14770,512241,46.28
